Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 16 e tempo de multiplicacao 0.001000 
Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 16 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.001000 
Tamanho da matriz 32 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.000000 
Tamanho da matriz 32 e tempo de multiplicacao 0.001000 
Tamanho da matriz 64 e tempo de multiplicacao 0.003000 
Tamanho da matriz 64 e tempo de multiplicacao 0.002000 
Tamanho da matriz 64 e tempo de multiplicacao 0.001000 
Tamanho da matriz 64 e tempo de multiplicacao 0.002000 
Tamanho da matriz 64 e tempo de multiplicacao 0.002000 
Tamanho da matriz 64 e tempo de multiplicacao 0.001000 
Tamanho da matriz 64 e tempo de multiplicacao 0.001000 
Tamanho da matriz 64 e tempo de multiplicacao 0.001000 
Tamanho da matriz 64 e tempo de multiplicacao 0.001000 
Tamanho da matriz 64 e tempo de multiplicacao 0.001000 
Tamanho da matriz 128 e tempo de multiplicacao 0.011000 
Tamanho da matriz 128 e tempo de multiplicacao 0.011000 
Tamanho da matriz 128 e tempo de multiplicacao 0.011000 
Tamanho da matriz 128 e tempo de multiplicacao 0.010000 
Tamanho da matriz 128 e tempo de multiplicacao 0.010000 
Tamanho da matriz 128 e tempo de multiplicacao 0.010000 
Tamanho da matriz 128 e tempo de multiplicacao 0.010000 
Tamanho da matriz 128 e tempo de multiplicacao 0.013000 
Tamanho da matriz 128 e tempo de multiplicacao 0.010000 
Tamanho da matriz 128 e tempo de multiplicacao 0.011000 
Tamanho da matriz 256 e tempo de multiplicacao 0.082000 
Tamanho da matriz 256 e tempo de multiplicacao 0.083000 
Tamanho da matriz 256 e tempo de multiplicacao 0.083000 
Tamanho da matriz 256 e tempo de multiplicacao 0.092000 
Tamanho da matriz 256 e tempo de multiplicacao 0.082000 
Tamanho da matriz 256 e tempo de multiplicacao 0.085000 
Tamanho da matriz 256 e tempo de multiplicacao 0.084000 
Tamanho da matriz 256 e tempo de multiplicacao 0.081000 
Tamanho da matriz 256 e tempo de multiplicacao 0.097000 
Tamanho da matriz 256 e tempo de multiplicacao 0.091000 
Tamanho da matriz 512 e tempo de multiplicacao 0.951000 
Tamanho da matriz 512 e tempo de multiplicacao 1.029000 
Tamanho da matriz 512 e tempo de multiplicacao 0.941000 
Tamanho da matriz 512 e tempo de multiplicacao 0.762000 
Tamanho da matriz 512 e tempo de multiplicacao 0.819000 
Tamanho da matriz 512 e tempo de multiplicacao 1.100000 
Tamanho da matriz 512 e tempo de multiplicacao 0.774000 
Tamanho da matriz 512 e tempo de multiplicacao 0.988000 
Tamanho da matriz 512 e tempo de multiplicacao 0.876000 
Tamanho da matriz 512 e tempo de multiplicacao 0.810000 
Tamanho da matriz 1024 e tempo de multiplicacao 13.151000 
Tamanho da matriz 1024 e tempo de multiplicacao 12.136000 
Tamanho da matriz 1024 e tempo de multiplicacao 12.605000 
Tamanho da matriz 1024 e tempo de multiplicacao 13.625000 
Tamanho da matriz 1024 e tempo de multiplicacao 11.719000 
Tamanho da matriz 1024 e tempo de multiplicacao 12.043000 
Tamanho da matriz 1024 e tempo de multiplicacao 12.797000 
Tamanho da matriz 1024 e tempo de multiplicacao 12.749000 
Tamanho da matriz 1024 e tempo de multiplicacao 12.163000 
Tamanho da matriz 1024 e tempo de multiplicacao 12.128000 
Tamanho da matriz 2048 e tempo de multiplicacao 140.492000 
Tamanho da matriz 2048 e tempo de multiplicacao 139.137000 
Tamanho da matriz 2048 e tempo de multiplicacao 143.184000 
Tamanho da matriz 2048 e tempo de multiplicacao 141.689000 
Tamanho da matriz 2048 e tempo de multiplicacao 137.735000 
Tamanho da matriz 2048 e tempo de multiplicacao 137.664000 
Tamanho da matriz 2048 e tempo de multiplicacao 139.466000 
Tamanho da matriz 2048 e tempo de multiplicacao 131.708000 
Tamanho da matriz 2048 e tempo de multiplicacao 137.124000 
Tamanho da matriz 2048 e tempo de multiplicacao 141.461000 
